0,1.05,1,1,48,0.9,100
96,48,693,15,741,111
96,48,1050,10,1098,106
96,48,600,17,648,113
96,48,45,21,93,117
96,48,1112,20,1160,116
96,48,1144,24,1192,120
96,48,1228,32,1276,128
96,48,1252,32,1300,128
96,48,1298,30,1346,126
96,48,1349,30,1397,126
96,48,1430,34,1478,130
96,48,418,43,466,139
96,48,1196,32,1244,128
96,48,500,48,548,144
96,48,587,48,635,144
96,48,646,71,694,167
96,48,1084,52,1132,148
97,49,1120,59,1169,156
96,48,1188,56,1236,152
96,48,1271,57,1319,153
96,48,464,68,512,164
96,48,1328,67,1376,163
96,48,632,76,680,172
96,48,964,72,1012,168
96,48,1184,86,1232,182
96,48,268,92,316,188
96,48,1008,88,1056,184
96,48,164,96,212,192
96,48,304,96,352,192
96,48,924,96,972,192
96,48,724,104,772,200
96,48,1175,107,1223,203
96,48,1228,104,1276,200
96,48,652,112,700,208
96,48,693,123,741,219
96,48,308,124,356,220
96,48,980,120,1028,216
96,48,1104,122,1152,218
96,48,1240,134,1288,230
96,48,259,131,307,227
96,48,1168,132,1216,228
96,48,1444,128,1492,224
96,48,100,148,148,244
96,48,360,140,408,236
96,48,1304,140,1352,236
96,48,757,157,805,253
96,48,1412,156,1460,252
96,48,420,166,468,262
96,48,468,164,516,260
96,48,101,179,149,275
96,48,512,184,560,280
96,48,1294,182,1342,278
96,48,1352,183,1400,279
96,48,136,188,184,284
96,48,1410,197,1458,293
96,48,732,192,780,288
96,48,831,203,879,299
96,48,1124,192,1172,288
96,48,1203,193,1251,289
96,48,1256,192,1304,288
96,48,1444,196,1492,292
96,48,1035,203,1083,299
96,48,378,218,426,314
96,48,1292,212,1340,308
96,48,539,231,587,327
96,48,664,220,712,316
96,48,1213,228,1261,324
96,48,980,224,1028,320
96,48,1078,232,1126,328
96,48,1251,227,1299,323
96,48,1416,227,1464,323
96,48,464,232,512,328
96,48,508,232,556,328
96,48,571,240,619,336
96,48,625,239,673,335
96,48,420,240,468,336
96,48,272,248,320,344
96,48,1424,256,1472,352
96,48,916,260,964,356
96,48,1002,266,1050,362
96,48,1342,261,1390,357
96,48,580,268,628,364
96,48,630,272,678,368
100,50,793,292,843,392
96,48,1056,264,1104,360
96,48,684,272,732,368
96,48,1144,308,1192,404
96,48,1212,280,1260,376
96,48,1445,302,1493,398
96,48,1025,296,1073,392
96,48,1244,288,1292,384
96,48,485,301,533,397
96,48,922,302,970,398
96,48,1172,296,1220,392
96,48,1344,300,1392,396
96,48,1092,304,1140,400
96,48,1212,312,1260,408
96,48,427,326,475,422
101,51,651,323,702,424
96,48,548,328,596,424
96,48,181,342,229,438
96,48,600,344,648,440
96,48,1168,340,1216,436
96,48,1251,352,1299,448
96,48,1440,344,1488,440
96,48,220,344,268,440
96,48,292,344,340,440
96,48,521,358,569,454
96,48,1112,357,1160,453
96,48,1196,368,1244,464
96,48,4,360,52,456
96,48,562,355,610,451
96,48,1297,379,1345,475
96,48,1412,352,1460,448
96,48,443,374,491,470
96,48,480,364,528,460
96,48,1037,389,1085,485
96,48,44,371,92,467
96,48,1004,372,1052,468
96,48,401,397,449,493
96,48,0,388,48,484
96,48,366,394,414,490
96,48,460,384,508,480
96,48,1073,400,1121,496
96,48,1235,392,1283,488
97,48,319,410,367,507
96,48,252,404,300,500
96,48,834,413,882,509
112,56,900,396,956,508
96,48,150,429,198,525
96,48,180,408,228,504
96,48,549,423,597,519
96,48,1220,412,1268,508
96,48,363,419,411,515
96,48,652,416,700,512
96,48,716,416,764,512
96,48,1194,419,1242,515
96,48,1420,420,1468,516
96,48,1443,426,1491,522
96,48,16,424,64,520
96,48,54,430,102,526
96,48,242,436,290,532
96,48,1317,426,1365,522
96,48,1216,437,1264,533
97,49,478,452,527,549
96,48,974,444,1022,540
96,48,1047,448,1095,544
96,48,1296,447,1344,543
96,48,18,462,66,558
96,48,389,453,437,549
96,48,1152,458,1200,554
96,48,1416,452,1464,548
96,48,208,460,256,556
96,48,274,466,322,562
96,48,1332,456,1380,552
96,48,1437,461,1485,557
96,48,66,471,114,567
96,48,1088,482,1136,578
96,48,1404,468,1452,564
96,48,180,472,228,568
96,48,416,476,464,572
96,48,732,472,780,568
97,48,730,717,778,814
96,48,203,488,251,584
108,54,156,488,210,596
98,49,366,494,415,592
96,48,998,496,1046,592
96,48,1412,499,1460,595
97,49,21,501,70,598
96,48,1348,496,1396,592
128,64,846,483,910,611
96,48,1118,505,1166,601
96,48,1436,508,1484,604
149,75,433,643,508,792
184,92,593,737,685,921
194,97,1143,534,1240,728
200,100,55,471,155,671
304,152,1046,592,1198,896
243,121,113,628,234,871
234,117,777,276,894,510
280,140,791,66,931,346
265,132,477,630,609,895
268,134,856,244,990,512
407,204,779,551,983,958
320,160,1232,602,1392,922
374,187,252,572,439,946
302,151,566,629,717,931
