0,1.05,1,1,48,0.9,100
96,48,690,8,738,104
96,48,1053,5,1101,101
96,48,1349,35,1397,131
96,48,419,45,467,141
96,48,498,48,546,144
96,48,1228,40,1276,136
99,50,1120,66,1170,165
96,48,1411,157,1459,253
96,48,424,163,472,259
96,48,468,160,516,256
96,48,1348,176,1396,272
96,48,1444,192,1492,288
96,48,608,232,656,328
96,48,540,240,588,336
96,48,1340,256,1388,352
96,48,586,267,634,363
96,48,629,267,677,363
96,48,1212,280,1260,376
96,48,1448,300,1496,396
96,48,1212,312,1260,408
102,51,649,324,700,426
96,48,1269,349,1317,445
96,48,1444,344,1492,440
96,48,522,358,570,454
96,48,1248,356,1296,452
96,48,44,368,92,464
96,48,1284,384,1332,480
98,49,339,398,388,496
96,48,396,406,444,502
120,60,897,384,957,504
96,48,548,420,596,516
96,48,1444,428,1492,524
96,48,244,440,292,536
96,48,1048,448,1096,544
96,48,388,452,436,548
96,48,500,448,548,544
96,48,1152,452,1200,548
100,50,458,458,508,558
96,48,280,468,328,564
110,55,157,487,212,597
101,50,364,493,414,594
96,48,1092,488,1140,584
96,48,1221,491,1269,587
96,48,1291,494,1339,590
101,50,25,498,75,599
131,65,846,481,911,612
110,55,1176,524,1231,634
96,48,96,528,144,624
100,50,1232,520,1282,620
96,48,980,556,1028,652
96,48,1396,552,1444,648
104,52,64,551,116,655
97,48,464,585,512,682
103,51,991,588,1042,691
100,50,15,606,65,706
151,76,1217,575,1293,726
96,48,1400,636,1448,732
97,49,717,787,766,884
96,48,1014,669,1062,765
149,75,433,643,508,792
184,92,593,737,685,921
194,97,1143,534,1240,728
200,100,55,471,155,671
304,152,1046,592,1198,896
243,121,113,628,234,871
234,117,777,276,894,510
280,140,791,66,931,346
265,132,477,630,609,895
268,134,856,244,990,512
407,204,779,551,983,958
320,160,1232,602,1392,922
374,187,252,572,439,946
302,151,566,629,717,931
